21134 2021-11-22 [2, 6, 14, 19, 28]--[1, 6]
24107 2024-09-14 [6, 14, 16, 18, 34]--[3, 10]
24108 2024-09-16 [16, 17, 21, 31, 34]--[3, 8]
24109 2024-09-18 [12, 23, 26, 27, 28]--[3, 11]
24110 2024-09-21 [1, 7, 8, 18, 28]--[4, 12]
24111 2024-09-23 [3, 9, 19, 27, 30]--[7, 11]
24112 2024-09-25 [5, 15, 24, 31, 34]--[3, 10]
24113 2024-09-28 [16, 18, 25, 26, 33]--[4, 8]
24114 2024-09-30 [12, 27, 30, 34, 35]--[5, 11]
24115 2024-10-05 [3, 4, 12, 19, 24]--[8, 12]
24116 2024-10-07 [1, 3, 6, 16, 25]--[1, 11]
24117 2024-10-09 [2, 10, 22, 26, 28]--[2, 4]
24118 2024-10-12 [1, 3, 9, 16, 19]--[5, 11]
24119 2024-10-14 [6, 12, 28, 30, 33]--[2, 7]
24120 2024-10-16 [4, 12, 17, 23, 27]--[2, 8]
24121 2024-10-19 [7, 15, 18, 24, 33]--[4, 5]
24122 2024-10-21 [5, 6, 9, 15, 17]--[3, 10]
24123 2024-10-23 [3, 9, 16, 30, 31]--[8, 9]
24124 2024-10-26 [2, 3, 7, 10, 25]--[1, 11]
24125 2024-10-28 [10, 14, 19, 24, 26]--[1, 10]
24126 2024-10-30 [2, 10, 17, 28, 34]--[7, 8]
24127 2024-11-02 [2, 3, 10, 16, 28]--[7, 10]
24128 2024-11-04 [3, 7, 10, 29, 31]--[1, 3]
24129 2024-11-06 [7, 19, 30, 31, 34]--[5, 7]
24130 2024-11-09 [11, 21, 25, 31, 32]--[4, 10]
24131 2024-11-11 [2, 3, 4, 21, 26]--[2, 3]
24132 2024-11-13 [5, 6, 10, 16, 31]--[6, 9]
24133 2024-11-16 [8, 10, 14, 22, 29]--[4, 6]
24134 2024-11-18 [1, 4, 7, 13, 33]--[5, 6]
24135 2024-11-20 [6, 8, 22, 24, 30]--[3, 8]
24136 2024-11-23 [1, 17, 20, 29, 34]--[7, 8]
24137 2024-11-25 [8, 15, 16, 17, 21]--[2, 5]
24138 2024-11-27 [5, 17, 20, 28, 34]--[4, 9]
24139 2024-11-30 [5, 12, 20, 23, 24]--[5, 7]
24140 2024-12-02 [3, 6, 15, 23, 31]--[1, 12]
24141 2024-12-04 [2, 6, 7, 16, 20]--[2, 11]
24142 2024-12-07 [8, 21, 24, 33, 34]--[3, 10]
24143 2024-12-09 [16, 20, 22, 24, 31]--[4, 5]
24144 2024-12-11 [6, 7, 8, 21, 30]--[1, 5]
24145 2024-12-14 [1, 6, 9, 22, 24]--[1, 3]
24146 2024-12-16 [5, 20, 21, 22, 32]--[3, 4]
24147 2024-12-18 [12, 18, 21, 22, 31]--[1, 7]
24148 2024-12-21 [6, 9, 20, 32, 35]--[8, 11]
24149 2024-12-23 [2, 5, 16, 18, 22]--[7, 9]
24150 2024-12-25 [4, 11, 23, 25, 34]--[5, 7]
24151 2024-12-28 [5, 12, 17, 19, 35]--[10, 11]
24152 2024-12-30 [1, 2, 7, 8, 31]--[2, 10]
25001 2025-01-01 [5, 8, 16, 17, 27]--[4, 7]
25002 2025-01-04 [19, 21, 22, 28, 32]--[6, 9]
25003 2025-01-06 [10, 25, 30, 32, 34]--[4, 10]
25004 2025-01-08 [2, 5, 9, 13, 33]--[1, 7]
25005 2025-01-11 [5, 6, 8, 31, 32]--[9, 11]
25006 2025-01-13 [3, 4, 13, 19, 35]--[3, 10]
25007 2025-01-15 [15, 22, 23, 25, 31]--[1, 9]
25008 2025-01-18 [1, 5, 7, 13, 35]--[5, 12]
25009 2025-01-20 [3, 19, 21, 30, 32]--[6, 9]
25010 2025-01-22 [5, 21, 28, 30, 32]--[7, 12]
25011 2025-01-25 [3, 6, 7, 11, 27]--[2, 8]
25012 2025-02-08 [2, 18, 19, 21, 25]--[2, 11]
25013 2025-02-10 [14, 16, 18, 20, 35]--[2, 5]
25014 2025-02-12 [5, 19, 22, 29, 35]--[2, 10]
25015 2025-02-15 [7, 10, 24, 31, 35]--[1, 8]
25016 2025-02-17 [5, 7, 12, 20, 29]--[8, 12]
25017 2025-02-19 [10, 12, 26, 28, 31]--[3, 10]
25018 2025-02-22 [1, 7, 9, 20, 28]--[1, 4]
25019 2025-02-24 [7, 8, 11, 18, 23]--[3, 11]
25020 2025-02-26 [1, 9, 12, 22, 29]--[5, 9]
25021 2025-03-01 [10, 18, 25, 30, 35]--[3, 12]
25022 2025-03-03 [1, 11, 13, 27, 29]--[4, 10]
25023 2025-03-05 [10, 20, 22, 24, 25]--[9, 12]
25024 2025-03-08 [6, 12, 13, 16, 23]--[5, 8]
25025 2025-03-10 [3, 6, 8, 10, 25]--[3, 7]
25026 2025-03-12 [2, 3, 7, 17, 30]--[1, 9]
25027 2025-03-15 [3, 6, 11, 13, 20]--[1, 11]
25028 2025-03-17 [6, 8, 20, 25, 29]--[3, 7]
25029 2025-03-19 [5, 9, 26, 31, 33]--[3, 10]
25030 2025-03-22 [3, 9, 14, 24, 28]--[6, 7]
25031 2025-03-24 [14, 18, 20, 25, 35]--[1, 7]
25032 2025-03-26 [12, 22, 25, 27, 28]--[1, 2]
25033 2025-03-29 [1, 2, 8, 10, 33]--[10, 12]
25034 2025-03-31 [4, 15, 22, 28, 33]--[6, 8]
25035 2025-04-02 [22, 25, 28, 29, 30]--[4, 8]
25036 2025-04-05 [4, 7, 13, 27, 30]--[2, 6]
25037 2025-04-07 [5, 20, 23, 27, 31]--[4, 6]
25038 2025-04-09 [7, 8, 20, 26, 34]--[8, 9]
25039 2025-04-12 [3, 7, 14, 15, 19]--[6, 10]
25040 2025-04-14 [2, 8, 16, 31, 32]--[4, 12]
25041 2025-04-16 [3, 4, 21, 22, 27]--[5, 11]
25042 2025-04-19 [6, 8, 11, 18, 20]--[5, 11]
25043 2025-04-21 [3, 16, 20, 21, 27]--[9, 11]
25044 2025-04-23 [15, 17, 21, 22, 26]--[2, 8]
25045 2025-04-26 [8, 11, 21, 23, 27]--[3, 8]
25046 2025-04-28 [4, 10, 15, 20, 34]--[4, 7]
25047 2025-04-30 [3, 10, 11, 12, 21]--[2, 3]
25048 2025-05-03 [2, 6, 17, 23, 35]--[6, 11]
25049 2025-05-05 [9, 20, 22, 29, 34]--[3, 8]
25050 2025-05-07 [15, 18, 20, 21, 34]--[4, 10]
25051 2025-05-10 [2, 4, 13, 29, 31]--[5, 12]
25052 2025-05-12 [2, 4, 11, 29, 30]--[2, 8]
25053 2025-05-14 [14, 23, 29, 30, 33]--[6, 12]
25054 2025-05-17 [3, 12, 16, 21, 29]--[1, 2]
25055 2025-05-19 [8, 10, 25, 29, 30]--[1, 2]
25056 2025-05-21 [12, 15, 28, 29, 32]--[8, 11]
25057 2025-05-24 [9, 10, 11, 12, 29]--[1, 10]
25058 2025-05-26 [6, 11, 15, 21, 23]--[1, 7]
25059 2025-05-28 [3, 9, 10, 11, 26]--[1, 2]
25060 2025-05-31 [12, 14, 19, 33, 34]--[1, 7]
25061 2025-06-02 [2, 11, 16, 23, 28]--[5, 10]
25062 2025-06-04 [14, 20, 27, 28, 29]--[6, 10]
25063 2025-06-07 [5, 18, 26, 29, 32]--[7, 10]
25064 2025-06-09 [5, 10, 18, 20, 34]--[1, 8]
25065 2025-06-11 [7, 25, 32, 33, 35]--[4, 9]
25066 2025-06-14 [15, 18, 27, 28, 34]--[3, 6]
25067 2025-06-16 [6, 10, 12, 21, 22]--[1, 6]
25068 2025-06-18 [1, 4, 17, 20, 22]--[4, 10]
25069 2025-06-21 [4, 6, 7, 33, 34]--[9, 10]
25070 2025-06-23 [8, 9, 15, 20, 22]--[4, 12]
25071 2025-06-25 [1, 8, 25, 31, 33]--[5, 11]
25072 2025-06-28 [4, 7, 15, 24, 29]--[1, 4]
25073 2025-06-30 [1, 4, 17, 33, 34]--[3, 9]
25074 2025-07-02 [2, 11, 15, 18, 21]--[5, 10]
25075 2025-07-05 [8, 12, 16, 19, 35]--[6, 9]
25076 2025-07-07 [11, 18, 22, 25, 29]--[4, 12]
25077 2025-07-09 [12, 14, 16, 19, 28]--[1, 4]
25078 2025-07-12 [7, 10, 15, 21, 24]--[5, 6]
25079 2025-07-14 [2, 14, 32, 34, 35]--[5, 11]
25080 2025-07-16 [9, 10, 18, 22, 24]--[3, 12]
25081 2025-07-19 [1, 4, 6, 15, 18]--[2, 3]
25082 2025-07-21 [2, 3, 4, 12, 26]--[1, 8]
25083 2025-07-23 [12, 17, 18, 20, 34]--[2, 5]
25084 2025-07-26 [9, 11, 13, 18, 29]--[4, 11]
25085 2025-07-28 [2, 5, 9, 14, 33]--[4, 9]
25086 2025-07-30 [2, 6, 23, 24, 33]--[1, 10]
25087 2025-08-02 [5, 13, 14, 16, 20]--[3, 8]
25088 2025-08-04 [8, 9, 10, 11, 35]--[5, 11]
25089 2025-08-06 [2, 11, 12, 32, 34]--[3, 10]
25090 2025-08-09 [6, 14, 19, 22, 27]--[1, 4]
25091 2025-08-11 [1, 19, 22, 25, 27]--[3, 10]
25092 2025-08-13 [4, 10, 17, 25, 32]--[5, 7]
25093 2025-08-16 [1, 7, 9, 16, 30]--[2, 5]
25094 2025-08-18 [4, 9, 17, 30, 33]--[5, 9]
25095 2025-08-20 [7, 13, 14, 19, 27]--[6, 10]
25096 2025-08-23 [2, 11, 17, 22, 24]--[7, 9]
25097 2025-08-25 [5, 24, 25, 32, 34]--[1, 9]
25098 2025-08-27 [1, 7, 9, 10, 23]--[10, 12]
25099 2025-08-30 [6, 12, 20, 26, 31]--[2, 4]
25100 2025-09-01 [26, 28, 32, 34, 35]--[2, 7]
25101 2025-09-03 [5, 7, 19, 26, 32]--[8, 9]
25102 2025-09-06 [9, 10, 13, 26, 28]--[2, 4]
25103 2025-09-08 [5, 8, 19, 32, 34]--[4, 5]
25104 2025-09-10 [2, 6, 9, 22, 34]--[2, 8]
25105 2025-09-13 [15, 16, 25, 28, 34]--[10, 12]
25106 2025-09-15 [5, 6, 11, 26, 29]--[5, 10]
25107 2025-09-17 [5, 7, 8, 15, 33]--[6, 10]
25108 2025-09-20 [14, 18, 21, 24, 29]--[3, 6]
25109 2025-09-22 [4, 8, 10, 13, 26]--[9, 10]
25110 2025-09-24 [1, 15, 22, 30, 31]--[2, 8]
25111 2025-09-27 [2, 9, 14, 21, 26]--[2, 12]
25112 2025-09-29 [3, 4, 21, 23, 24]--[9, 12]
25113 2025-10-06 [1, 14, 18, 28, 35]--[2, 3]
25114 2025-10-08 [3, 8, 9, 12, 16]--[1, 5]
25115 2025-10-11 [3, 12, 14, 21, 35]--[1, 5]
25116 2025-10-13 [2, 6, 16, 22, 29]--[8, 12]
25117 2025-10-15 [5, 10, 18, 21, 29]--[5, 7]
25118 2025-10-18 [2, 8, 9, 12, 21]--[4, 5]
25119 2025-10-20 [8, 15, 27, 29, 31]--[1, 7]
25120 2025-10-22 [11, 13, 22, 26, 35]--[2, 8]
25121 2025-10-25 [2, 3, 8, 13, 21]--[7, 12]
25122 2025-10-27 [2, 3, 6, 16, 17]--[4, 5]
25123 2025-10-29 [8, 13, 24, 25, 31]--[4, 10]
25124 2025-11-01 [6, 9, 14, 26, 27]--[8, 9]
25125 2025-11-03 [10, 11, 13, 19, 35]--[4, 11]
25126 2025-11-05 [1, 8, 18, 27, 30]--[6, 7]
25127 2025-11-08 [4, 5, 19, 28, 29]--[5, 8]
25128 2025-11-10 [3, 6, 26, 30, 33]--[11, 12]
25129 2025-11-12 [3, 9, 14, 28, 35]--[2, 4]
25130 2025-11-15 [1, 13, 16, 27, 29]--[2, 11]
25131 2025-11-17 [3, 8, 25, 29, 32]--[9, 12]
25132 2025-11-19 [1, 9, 10, 12, 19]--[6, 7]
25133 2025-11-22 [4, 11, 23, 27, 35]--[7, 11]
